# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-08-03 21:24:54 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06764000 SOUTH PLATTE RIVER AT JULESBURG, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06764000
#            TS   parameter     statistic     Description
#        225468       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	225468_00060_00003	225468_00060_00003_cd
USGS	06764000	1902-11-16	35.0	A
USGS	06764000	1902-11-17	35.0	A
USGS	06764000	1902-11-18	35.0	A
USGS	06764000	1902-11-19	35.0	A
USGS	06764000	1902-11-20	35.0	A
USGS	06764000	1902-11-21	35.0	A
USGS	06764000	1902-11-22	35.0	A
USGS	06764000	1902-11-23	35.0	A
USGS	06764000	1902-11-24	35.0	A
USGS	06764000	1902-11-25	35.0	A
USGS	06764000	1902-11-26	43.0	A
USGS	06764000	1902-11-27	52.0	A
USGS	06764000	1902-11-28	75.0	A
USGS	06764000	1902-11-29	75.0	A
USGS	06764000	1902-11-30	75.0	A
USGS	06764000	1902-12-01	75.0	A
USGS	06764000	1902-12-02	75.0	A
USGS	06764000	1902-12-03	75.0	A
USGS	06764000	1902-12-04	75.0	A
USGS	06764000	1902-12-05	79.0	A
USGS	06764000	1902-12-06	105	A
USGS	06764000	1902-12-07	105	A
USGS	06764000	1902-12-08	105	A
USGS	06764000	1902-12-09	105	A
USGS	06764000	1902-12-10	105	A
USGS	06764000	1902-12-11	105	A
USGS	06764000	1902-12-12	105	A
USGS	06764000	1902-12-13	105	A
USGS	06764000	1902-12-14	105	A
USGS	06764000	1902-12-15	105	A
USGS	06764000	1902-12-16	105	A
USGS	06764000	1902-12-17	105	A
USGS	06764000	1902-12-18	105	A
USGS	06764000	1902-12-19	105	A
USGS	06764000	1902-12-20	105	A
USGS	06764000	1902-12-21	105	A
USGS	06764000	1902-12-22	105	A
USGS	06764000	1902-12-23	105	A
USGS	06764000	1902-12-24	105	A
USGS	06764000	1902-12-25	105	A
USGS	06764000	1902-12-26	105	A
USGS	06764000	1902-12-27	105	A
USGS	06764000	1902-12-28	105	A
USGS	06764000	1902-12-29	105	A
USGS	06764000	1902-12-30	105	A
USGS	06764000	1902-12-31	105	A
USGS	06764000	1903-01-01	150	A
USGS	06764000	1903-01-02	150	A
USGS	06764000	1903-01-03	150	A
USGS	06764000	1903-01-04	150	A
USGS	06764000	1903-01-05	150	A
USGS	06764000	1903-01-06	150	A
USGS	06764000	1903-01-07	150	A
USGS	06764000	1903-01-08	150	A
USGS	06764000	1903-01-09	150	A
USGS	06764000	1903-01-10	150	A
USGS	06764000	1903-01-11	150	A
USGS	06764000	1903-01-12	150	A
USGS	06764000	1903-01-13	150	A
USGS	06764000	1903-01-14	150	A
USGS	06764000	1903-01-15	150	A
USGS	06764000	1903-01-16	150	A
USGS	06764000	1903-01-17	150	A
USGS	06764000	1903-01-18	150	A
USGS	06764000	1903-01-19	150	A
USGS	06764000	1903-01-20	150	A
USGS	06764000	1903-01-21	150	A
USGS	06764000	1903-01-22	150	A
USGS	06764000	1903-01-23	150	A
USGS	06764000	1903-01-24	150	A
USGS	06764000	1903-01-25	150	A
USGS	06764000	1903-01-26	150	A
USGS	06764000	1903-01-27	150	A
USGS	06764000	1903-01-28	150	A
USGS	06764000	1903-01-29	150	A
USGS	06764000	1903-01-30	150	A
USGS	06764000	1903-01-31	150	A
USGS	06764000	1903-02-01	250	A
USGS	06764000	1903-02-02	250	A
USGS	06764000	1903-02-03	250	A
USGS	06764000	1903-02-04	250	A
USGS	06764000	1903-02-05	250	A
USGS	06764000	1903-02-06	250	A
USGS	06764000	1903-02-07	250	A
USGS	06764000	1903-02-08	250	A
USGS	06764000	1903-02-09	250	A
USGS	06764000	1903-02-10	250	A
USGS	06764000	1903-02-11	250	A
USGS	06764000	1903-02-12	250	A
USGS	06764000	1903-02-13	250	A
USGS	06764000	1903-02-14	250	A
USGS	06764000	1903-02-15	250	A
USGS	06764000	1903-02-16	250	A
USGS	06764000	1903-02-17	250	A
USGS	06764000	1903-02-18	250	A
USGS	06764000	1903-02-19	250	A
USGS	06764000	1903-02-20	250	A
USGS	06764000	1903-02-21	250	A
USGS	06764000	1903-02-22	250	A
USGS	06764000	1903-02-23	250	A
USGS	06764000	1903-02-24	250	A
USGS	06764000	1903-02-25	250	A
USGS	06764000	1903-02-26	250	A
USGS	06764000	1903-02-27	250	A
USGS	06764000	1903-02-28	250	A
USGS	06764000	1903-03-01	280	A
USGS	06764000	1903-03-02	280	A
USGS	06764000	1903-03-03	280	A
USGS	06764000	1903-03-04	280	A
USGS	06764000	1903-03-05	280	A
USGS	06764000	1903-03-06	280	A
USGS	06764000	1903-03-07	280	A
USGS	06764000	1903-03-08	280	A
USGS	06764000	1903-03-09	280	A
USGS	06764000	1903-03-10	280	A
USGS	06764000	1903-03-11	280	A
USGS	06764000	1903-03-12	280	A
USGS	06764000	1903-03-13	280	A
USGS	06764000	1903-03-14	280	A
USGS	06764000	1903-03-15	280	A
USGS	06764000	1903-03-16	280	A
USGS	06764000	1903-03-17	280	A
USGS	06764000	1903-03-18	280	A
USGS	06764000	1903-03-19	280	A
USGS	06764000	1903-03-20	280	A
USGS	06764000	1903-03-21	280	A
USGS	06764000	1903-03-22	280	A
USGS	06764000	1903-03-23	280	A
USGS	06764000	1903-03-24	280	A
USGS	06764000	1903-03-25	280	A
USGS	06764000	1903-03-26	280	A
USGS	06764000	1903-03-27	280	A
USGS	06764000	1903-03-28	280	A
USGS	06764000	1903-03-29	280	A
USGS	06764000	1903-03-30	280	A
USGS	06764000	1903-03-31	280	A
USGS	06764000	1903-04-01	1060	A
USGS	06764000	1903-04-02	1060	A
USGS	06764000	1903-04-03	1060	A
USGS	06764000	1903-04-04	1060	A
USGS	06764000	1903-04-05	980	A
USGS	06764000	1903-04-06	825	A
USGS	06764000	1903-04-07	1390	A
USGS	06764000	1903-04-08	608	A
USGS	06764000	1903-04-09	596	A
USGS	06764000	1903-04-10	524	A
USGS	06764000	1903-04-11	410	A
USGS	06764000	1903-04-12	357	A
USGS	06764000	1903-04-13	153	A
USGS	06764000	1903-04-14	144	A
USGS	06764000	1903-04-15	65.0	A
USGS	06764000	1903-04-16	38.0	A
USGS	06764000	1903-04-17	27.0	A
USGS	06764000	1903-04-18	27.0	A
USGS	06764000	1903-04-19	48.0	A
USGS	06764000	1903-04-20	60.0	A
USGS	06764000	1903-04-21	36.0	A
USGS	06764000	1903-04-22	20.0	A
USGS	06764000	1903-04-23	22.0	A
USGS	06764000	1903-04-24	11.0	A
USGS	06764000	1903-04-25	12.0	A
USGS	06764000	1903-04-26	8.40	A
USGS	06764000	1903-04-27	9.00	A
USGS	06764000	1903-04-28	10.0	A
USGS	06764000	1903-04-29	17.0	A
USGS	06764000	1903-04-30	182	A
USGS	06764000	1903-05-01	22.0	A
USGS	06764000	1903-05-02	22.0	A
USGS	06764000	1903-05-03	24.0	A
USGS	06764000	1903-05-04	24.0	A
USGS	06764000	1903-05-05	25.0	A
USGS	06764000	1903-05-06	25.0	A
USGS	06764000	1903-05-07	45.0	A
USGS	06764000	1903-05-08	30.0	A
USGS	06764000	1903-05-09	25.0	A
USGS	06764000	1903-05-10	25.0	A
USGS	06764000	1903-05-11	182	A
USGS	06764000	1903-05-12	20.0	A
USGS	06764000	1903-05-13	20.0	A
USGS	06764000	1903-05-14	20.0	A
USGS	06764000	1903-05-15	20.0	A
USGS	06764000	1903-05-16	20.0	A
USGS	06764000	1903-05-17	50.0	A
USGS	06764000	1903-05-18	38.0	A
USGS	06764000	1903-05-19	20.0	A
USGS	06764000	1903-05-20	20.0	A
USGS	06764000	1903-05-21	20.0	A
USGS	06764000	1903-05-22	20.0	A
USGS	06764000	1903-05-23	20.0	A
USGS	06764000	1903-05-24	20.0	A
USGS	06764000	1903-05-25	20.0	A
USGS	06764000	1903-05-26	20.0	A
USGS	06764000	1903-05-27	20.0	A
USGS	06764000	1903-05-28	20.0	A
USGS	06764000	1903-05-29	38.0	A
USGS	06764000	1903-05-30	182	A
USGS	06764000	1903-05-31	19.0	A
USGS	06764000	1903-06-01	18.0	A
USGS	06764000	1903-06-02	24.0	A
USGS	06764000	1903-06-03	24.0	A
USGS	06764000	1903-06-04	22.0	A
USGS	06764000	1903-06-05	22.0	A
USGS	06764000	1903-06-06	20.0	A
USGS	06764000	1903-06-07	20.0	A
USGS	06764000	1903-06-08	19.0	A
USGS	06764000	1903-06-09	19.0	A
USGS	06764000	1903-06-10	25.0	A
USGS	06764000	1903-06-11	18.0	A
USGS	06764000	1903-06-12	17.0	A
USGS	06764000	1903-06-13	11.0	A
USGS	06764000	1903-06-14	11.0	A
USGS	06764000	1903-06-15	11.0	A
USGS	06764000	1903-06-16	10.0	A
USGS	06764000	1903-06-17	10.0	A
USGS	06764000	1903-06-18	10.0	A
USGS	06764000	1903-06-19	10.0	A
USGS	06764000	1903-06-20	9.00	A
USGS	06764000	1903-06-21	9.00	A
USGS	06764000	1903-06-22	9.00	A
USGS	06764000	1903-06-23	9.00	A
USGS	06764000	1903-06-24	8.40	A
USGS	06764000	1903-06-25	8.40	A
USGS	06764000	1903-06-26	8.40	A
USGS	06764000	1903-06-27	8.40	A
USGS	06764000	1903-06-28	7.80	A
USGS	06764000	1903-06-29	7.80	A
USGS	06764000	1903-06-30	7.80	A
USGS	06764000	1903-07-01	7.20	A
USGS	06764000	1903-07-02	4.20	A
USGS	06764000	1903-07-03	4.20	A
USGS	06764000	1903-07-04	4.20	A
USGS	06764000	1903-07-05	3.60	A
USGS	06764000	1903-07-06	3.60	A
USGS	06764000	1903-07-07	3.60	A
USGS	06764000	1903-07-08	3.00	A
USGS	06764000	1903-07-09	3.00	A
USGS	06764000	1903-07-10	3.00	A
USGS	06764000	1903-07-11	3.00	A
USGS	06764000	1903-07-12	3.00	A
USGS	06764000	1903-07-13	3.00	A
USGS	06764000	1903-07-14	3.00	A
USGS	06764000	1903-07-15	2.00	A
USGS	06764000	1903-07-16	2.00	A
USGS	06764000	1903-07-17	2.00	A
USGS	06764000	1903-07-18	2.00	A
USGS	06764000	1903-07-19	2.00	A
USGS	06764000	1903-07-20	1.00	A
USGS	06764000	1903-07-21	1.00	A
USGS	06764000	1903-07-22	1.00	A
USGS	06764000	1903-07-23	1.00	A
USGS	06764000	1903-07-24	1.00	A
USGS	06764000	1903-07-25	0.00	A
USGS	06764000	1903-07-26	0.00	A
USGS	06764000	1903-07-27	0.00	A
USGS	06764000	1903-07-28	0.00	A
USGS	06764000	1903-07-29	0.00	A
USGS	06764000	1903-07-30	0.00	A
USGS	06764000	1903-07-31	0.00	A
USGS	06764000	1903-08-01	0.00	A
USGS	06764000	1903-08-02	0.00	A
USGS	06764000	1903-08-03	0.00	A
USGS	06764000	1903-08-04	0.00	A
USGS	06764000	1903-08-05	0.00	A
USGS	06764000	1903-08-06	0.00	A
USGS	06764000	1903-08-07	0.00	A
USGS	06764000	1903-08-08	1.00	A
USGS	06764000	1903-08-09	1.00	A
USGS	06764000	1903-08-10	1.00	A
USGS	06764000	1903-08-11	1.00	A
USGS	06764000	1903-08-12	1.00	A
USGS	06764000	1903-08-13	1.00	A
USGS	06764000	1903-08-14	1.00	A
USGS	06764000	1903-08-15	1.00	A
USGS	06764000	1903-08-16	1030	A
USGS	06764000	1903-08-17	298	A
USGS	06764000	1903-08-18	38.0	A
USGS	06764000	1903-08-19	14.0	A
USGS	06764000	1903-08-20	14.0	A
USGS	06764000	1903-08-21	7.20	A
USGS	06764000	1903-08-22	7.20	A
USGS	06764000	1903-08-23	900	A
USGS	06764000	1903-08-24	500	A
USGS	06764000	1903-08-25	77.0	A
USGS	06764000	1903-08-26	14.0	A
USGS	06764000	1903-08-27	7.20	A
USGS	06764000	1903-08-28	7.20	A
USGS	06764000	1903-08-29	7.20	A
USGS	06764000	1903-08-30	4.20	A
USGS	06764000	1903-08-31	4.20	A
USGS	06764000	1903-09-01	4.20	A
USGS	06764000	1903-09-02	4.20	A
USGS	06764000	1903-09-03	4.20	A
USGS	06764000	1903-09-04	4.20	A
USGS	06764000	1903-09-05	4.20	A
USGS	06764000	1903-09-06	4.20	A
USGS	06764000	1903-09-07	4.20	A
USGS	06764000	1903-09-08	4.20	A
USGS	06764000	1903-09-09	4.20	A
USGS	06764000	1903-09-10	4.20	A
USGS	06764000	1903-09-11	4.20	A
USGS	06764000	1903-09-12	4.20	A
USGS	06764000	1903-09-13	4.20	A
USGS	06764000	1903-09-14	4.20	A
USGS	06764000	1903-09-15	4.20	A
USGS	06764000	1903-09-16	4.20	A
USGS	06764000	1903-09-17	7.20	A
USGS	06764000	1903-09-18	7.20	A
USGS	06764000	1903-09-19	7.20	A
USGS	06764000	1903-09-20	7.20	A
USGS	06764000	1903-09-21	7.20	A
USGS	06764000	1903-09-22	7.20	A
USGS	06764000	1903-09-23	7.20	A
USGS	06764000	1903-09-24	7.20	A
USGS	06764000	1903-09-25	7.20	A
USGS	06764000	1903-09-26	7.20	A
USGS	06764000	1903-09-27	7.20	A
USGS	06764000	1903-09-28	7.20	A
USGS	06764000	1903-09-29	7.20	A
USGS	06764000	1903-09-30	7.20	A
USGS	06764000	1903-10-01	7.20	A
USGS	06764000	1903-10-02	7.20	A
USGS	06764000	1903-10-03	7.20	A
USGS	06764000	1903-10-04	7.20	A
USGS	06764000	1903-10-05	7.20	A
USGS	06764000	1903-10-06	7.20	A
USGS	06764000	1903-10-07	7.20	A
USGS	06764000	1903-10-08	7.20	A
USGS	06764000	1903-10-09	7.20	A
USGS	06764000	1903-10-10	7.20	A
USGS	06764000	1903-10-11	7.20	A
USGS	06764000	1903-10-12	7.20	A
USGS	06764000	1903-10-13	7.20	A
USGS	06764000	1903-10-14	7.20	A
USGS	06764000	1903-10-15	7.20	A
USGS	06764000	1903-10-16	7.20	A
USGS	06764000	1903-10-17	7.20	A
USGS	06764000	1903-10-18	4.20	A
USGS	06764000	1903-10-19	4.20	A
USGS	06764000	1903-10-20	4.20	A
USGS	06764000	1903-10-21	4.20	A
USGS	06764000	1903-10-22	4.20	A
USGS	06764000	1903-10-23	4.20	A
USGS	06764000	1903-10-24	4.20	A
USGS	06764000	1903-10-25	4.20	A
USGS	06764000	1903-10-26	4.20	A
USGS	06764000	1903-10-27	4.20	A
USGS	06764000	1903-10-28	4.20	A
USGS	06764000	1903-10-29	4.20	A
USGS	06764000	1903-10-30	4.20	A
USGS	06764000	1903-10-31	4.20	A
USGS	06764000	1903-11-01	4.20	A
USGS	06764000	1903-11-02	4.20	A
USGS	06764000	1903-11-03	4.20	A
USGS	06764000	1903-11-04	4.20	A
USGS	06764000	1903-11-05	7.20	A
USGS	06764000	1903-11-06	7.20	A
USGS	06764000	1903-11-07	7.20	A
USGS	06764000	1903-11-08	7.20	A
USGS	06764000	1903-11-09	7.20	A
USGS	06764000	1903-11-10	7.20	A
USGS	06764000	1903-11-11	7.20	A
USGS	06764000	1903-11-12	7.20	A
USGS	06764000	1903-11-13	7.20	A
USGS	06764000	1903-11-14	7.20	A
USGS	06764000	1903-11-15	7.20	A
USGS	06764000	1903-11-16	11.0	A
USGS	06764000	1903-11-17	11.0	A
USGS	06764000	1903-11-18	11.0	A
USGS	06764000	1903-11-19	11.0	A
USGS	06764000	1903-11-20	11.0	A
USGS	06764000	1903-11-21	11.0	A
USGS	06764000	1903-11-22	11.0	A
USGS	06764000	1903-11-23	11.0	A
USGS	06764000	1903-11-24	11.0	A
USGS	06764000	1903-11-25	113	A
USGS	06764000	1903-11-26	275	A
USGS	06764000	1903-11-27	236	A
USGS	06764000	1903-11-28	236	A
USGS	06764000	1903-11-29	236	A
USGS	06764000	1903-11-30	182	A
USGS	06764000	1903-12-01	340	A
USGS	06764000	1903-12-02	340	A
USGS	06764000	1903-12-03	340	A
USGS	06764000	1903-12-04	340	A
USGS	06764000	1903-12-05	340	A
USGS	06764000	1903-12-06	340	A
USGS	06764000	1903-12-07	340	A
USGS	06764000	1903-12-08	340	A
USGS	06764000	1903-12-09	340	A
USGS	06764000	1903-12-10	340	A
USGS	06764000	1903-12-11	340	A
USGS	06764000	1903-12-12	340	A
USGS	06764000	1903-12-13	340	A
USGS	06764000	1903-12-14	340	A
USGS	06764000	1903-12-15	340	A
USGS	06764000	1903-12-16	340	A
USGS	06764000	1903-12-17	340	A
USGS	06764000	1903-12-18	340	A
USGS	06764000	1903-12-19	340	A
USGS	06764000	1903-12-20	340	A
USGS	06764000	1903-12-21	340	A
USGS	06764000	1903-12-22	340	A
USGS	06764000	1903-12-23	340	A
USGS	06764000	1903-12-24	340	A
USGS	06764000	1903-12-25	340	A
USGS	06764000	1903-12-26	340	A
USGS	06764000	1903-12-27	340	A
USGS	06764000	1903-12-28	340	A
USGS	06764000	1903-12-29	340	A
USGS	06764000	1903-12-30	340	A
USGS	06764000	1903-12-31	340	A
USGS	06764000	1904-01-01	280	A
USGS	06764000	1904-01-02	280	A
USGS	06764000	1904-01-03	280	A
USGS	06764000	1904-01-04	280	A
USGS	06764000	1904-01-05	280	A
USGS	06764000	1904-01-06	280	A
USGS	06764000	1904-01-07	280	A
USGS	06764000	1904-01-08	280	A
USGS	06764000	1904-01-09	280	A
USGS	06764000	1904-01-10	280	A
USGS	06764000	1904-01-11	280	A
USGS	06764000	1904-01-12	280	A
USGS	06764000	1904-01-13	280	A
USGS	06764000	1904-01-14	280	A
USGS	06764000	1904-01-15	280	A
USGS	06764000	1904-01-16	280	A
USGS	06764000	1904-01-17	280	A
USGS	06764000	1904-01-18	280	A
USGS	06764000	1904-01-19	280	A
USGS	06764000	1904-01-20	280	A
USGS	06764000	1904-01-21	280	A
USGS	06764000	1904-01-22	280	A
USGS	06764000	1904-01-23	280	A
USGS	06764000	1904-01-24	280	A
USGS	06764000	1904-01-25	280	A
USGS	06764000	1904-01-26	280	A
USGS	06764000	1904-01-27	280	A
USGS	06764000	1904-01-28	280	A
USGS	06764000	1904-01-29	280	A
USGS	06764000	1904-01-30	280	A
USGS	06764000	1904-01-31	280	A
USGS	06764000	1904-02-01	260	A
USGS	06764000	1904-02-02	260	A
USGS	06764000	1904-02-03	260	A
USGS	06764000	1904-02-04	260	A
USGS	06764000	1904-02-05	260	A
USGS	06764000	1904-02-06	260	A
USGS	06764000	1904-02-07	260	A
USGS	06764000	1904-02-08	260	A
USGS	06764000	1904-02-09	260	A
USGS	06764000	1904-02-10	260	A
USGS	06764000	1904-02-11	260	A
USGS	06764000	1904-02-12	260	A
USGS	06764000	1904-02-13	260	A
USGS	06764000	1904-02-14	260	A
USGS	06764000	1904-02-15	260	A
USGS	06764000	1904-02-16	260	A
USGS	06764000	1904-02-17	260	A
USGS	06764000	1904-02-18	260	A
USGS	06764000	1904-02-19	260	A
USGS	06764000	1904-02-20	260	A
USGS	06764000	1904-02-21	260	A
USGS	06764000	1904-02-22	260	A
USGS	06764000	1904-02-23	260	A
USGS	06764000	1904-02-24	260	A
USGS	06764000	1904-02-25	260	A
USGS	06764000	1904-02-26	260	A
USGS	06764000	1904-02-27	260	A
USGS	06764000	1904-02-28	260	A
USGS	06764000	1904-02-29	260	A
USGS	06764000	1904-03-01	360	A
USGS	06764000	1904-03-02	230	A
USGS	06764000	1904-03-03	165	A
USGS	06764000	1904-03-04	115	A
USGS	06764000	1904-03-05	140	A
USGS	06764000	1904-03-06	140	A
USGS	06764000	1904-03-07	75.0	A
USGS	06764000	1904-03-08	45.0	A
USGS	06764000	1904-03-09	45.0	A
USGS	06764000	1904-03-10	35.0	A
USGS	06764000	1904-03-11	25.0	A
USGS	06764000	1904-03-12	20.0	A
USGS	06764000	1904-03-13	20.0	A
USGS	06764000	1904-03-14	20.0	A
USGS	06764000	1904-03-15	20.0	A
USGS	06764000	1904-03-16	20.0	A
USGS	06764000	1904-03-17	20.0	A
USGS	06764000	1904-03-18	20.0	A
USGS	06764000	1904-03-19	20.0	A
USGS	06764000	1904-03-20	20.0	A
USGS	06764000	1904-03-21	20.0	A
USGS	06764000	1904-03-22	20.0	A
USGS	06764000	1904-03-23	20.0	A
USGS	06764000	1904-03-24	20.0	A
USGS	06764000	1904-03-25	20.0	A
USGS	06764000	1904-03-26	20.0	A
USGS	06764000	1904-03-27	20.0	A
USGS	06764000	1904-03-28	20.0	A
USGS	06764000	1904-03-29	20.0	A
USGS	06764000	1904-03-30	15.0	A
USGS	06764000	1904-03-31	15.0	A
USGS	06764000	1904-04-01	15.0	A
USGS	06764000	1904-04-02	15.0	A
USGS	06764000	1904-04-03	15.0	A
USGS	06764000	1904-04-04	15.0	A
USGS	06764000	1904-04-05	20.0	A
USGS	06764000	1904-04-06	20.0	A
USGS	06764000	1904-04-07	20.0	A
USGS	06764000	1904-04-08	20.0	A
USGS	06764000	1904-04-09	20.0	A
USGS	06764000	1904-04-10	20.0	A
USGS	06764000	1904-04-11	20.0	A
USGS	06764000	1904-04-12	15.0	A
USGS	06764000	1904-04-13	15.0	A
USGS	06764000	1904-04-14	15.0	A
USGS	06764000	1904-04-15	4.00	A
USGS	06764000	1904-04-16	4.00	A
USGS	06764000	1904-04-17	4.00	A
USGS	06764000	1904-04-18	4.00	A
USGS	06764000	1904-04-19	4.00	A
USGS	06764000	1904-04-20	15.0	A
USGS	06764000	1904-04-21	20.0	A
USGS	06764000	1904-04-22	20.0	A
USGS	06764000	1904-04-23	20.0	A
USGS	06764000	1904-04-24	20.0	A
USGS	06764000	1904-04-25	25.0	A
USGS	06764000	1904-04-26	20.0	A
USGS	06764000	1904-04-27	15.0	A
USGS	06764000	1904-04-28	4.00	A
USGS	06764000	1904-04-29	20.0	A
USGS	06764000	1904-04-30	75.0	A
USGS	06764000	1904-05-01	60.0	A
USGS	06764000	1904-05-02	35.0	A
USGS	06764000	1904-05-03	35.0	A
USGS	06764000	1904-05-04	35.0	A
USGS	06764000	1904-05-05	60.0	A
USGS	06764000	1904-05-06	60.0	A
USGS	06764000	1904-05-07	45.0	A
USGS	06764000	1904-05-08	45.0	A
USGS	06764000	1904-05-09	465	A
USGS	06764000	1904-05-10	270	A
USGS	06764000	1904-05-11	195	A
USGS	06764000	1904-05-12	140	A
USGS	06764000	1904-05-13	75.0	A
USGS	06764000	1904-05-14	60.0	A
USGS	06764000	1904-05-15	45.0	A
USGS	06764000	1904-05-16	45.0	A
USGS	06764000	1904-05-17	35.0	A
USGS	06764000	1904-05-18	35.0	A
USGS	06764000	1904-05-19	35.0	A
USGS	06764000	1904-05-20	35.0	A
USGS	06764000	1904-05-21	35.0	A
USGS	06764000	1904-05-22	35.0	A
USGS	06764000	1904-05-23	35.0	A
USGS	06764000	1904-05-24	35.0	A
USGS	06764000	1904-05-25	35.0	A
USGS	06764000	1904-05-26	35.0	A
USGS	06764000	1904-05-27	230	A
USGS	06764000	1904-05-28	140	A
USGS	06764000	1904-05-29	140	A
USGS	06764000	1904-05-30	165	A
USGS	06764000	1904-05-31	270	A
USGS	06764000	1904-06-01	465	A
USGS	06764000	1904-06-02	1580	A
USGS	06764000	1904-06-03	1320	A
USGS	06764000	1904-06-04	735	A
USGS	06764000	1904-06-05	465	A
USGS	06764000	1904-06-06	3780	A
USGS	06764000	1904-06-07	3060	A
USGS	06764000	1904-06-08	4040	A
USGS	06764000	1904-06-09	3060	A
USGS	06764000	1904-06-10	2620	A
USGS	06764000	1904-06-11	1680	A
USGS	06764000	1904-06-12	1430	A
USGS	06764000	1904-06-13	1320	A
USGS	06764000	1904-06-14	2000	A
USGS	06764000	1904-06-15	2200	A
USGS	06764000	1904-06-16	1830	A
USGS	06764000	1904-06-17	1830	A
USGS	06764000	1904-06-18	1830	A
USGS	06764000	1904-06-19	1830	A
USGS	06764000	1904-06-20	1680	A
USGS	06764000	1904-06-21	1550	A
USGS	06764000	1904-06-22	1430	A
USGS	06764000	1904-06-23	1320	A
USGS	06764000	1904-06-24	1200	A
USGS	06764000	1904-06-25	1100	A
USGS	06764000	1904-06-26	1100	A
USGS	06764000	1904-06-27	1000	A
USGS	06764000	1904-06-28	905	A
USGS	06764000	1904-06-29	815	A
USGS	06764000	1904-06-30	735	A
USGS	06764000	1904-07-01	590	A
USGS	06764000	1904-07-02	315	A
USGS	06764000	1904-07-03	315	A
