# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-08-03 21:09:21 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06620000 NORTH PLATTE RIVER NEAR NORTHGATE, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06620000
#            TS   parameter     statistic     Description
#        161463       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	161463_00060_00003	161463_00060_00003_cd
USGS	06620000	1915-10-25	187	A
USGS	06620000	1915-10-26	179	A
USGS	06620000	1915-10-27	175	A
USGS	06620000	1915-10-28	179	A
USGS	06620000	1915-10-29	171	A
USGS	06620000	1915-10-30	175	A
USGS	06620000	1915-10-31	168	A
USGS	06620000	1915-11-01	160	A
USGS	06620000	1915-11-02	156	A
USGS	06620000	1915-11-03	152	A
USGS	06620000	1915-11-04	160	A
USGS	06620000	1915-11-05	160	A
USGS	06620000	1915-11-06	160	A
USGS	06620000	1915-11-07	152	A
USGS	06620000	1915-11-08	179	A
USGS	06620000	1915-11-09	197	A
USGS	06620000	1915-11-10	183	A
USGS	06620000	1915-11-11	197	A
USGS	06620000	1915-11-12	221	A
USGS	06620000	1915-11-13	200	A
USGS	06620000	1915-11-14	200	A
USGS	06620000	1915-11-15	200	A
USGS	06620000	1915-11-16	200	A
USGS	06620000	1915-11-17	200	A
USGS	06620000	1915-11-18	200	A
USGS	06620000	1915-11-19	200	A
USGS	06620000	1915-11-20	200	A
USGS	06620000	1915-11-21	200	A
USGS	06620000	1915-11-22	200	A
USGS	06620000	1915-11-23	200	A
USGS	06620000	1915-11-24	200	A
USGS	06620000	1915-11-25	200	A
USGS	06620000	1915-11-26	200	A
USGS	06620000	1915-11-27	200	A
USGS	06620000	1915-11-28	200	A
USGS	06620000	1915-11-29	200	A
USGS	06620000	1915-11-30	200	A
USGS	06620000	1915-12-01	120	A
USGS	06620000	1915-12-02	120	A
USGS	06620000	1915-12-03	120	A
USGS	06620000	1915-12-04	120	A
USGS	06620000	1915-12-05	120	A
USGS	06620000	1915-12-06	120	A
USGS	06620000	1915-12-07	120	A
USGS	06620000	1915-12-08	120	A
USGS	06620000	1915-12-09	120	A
USGS	06620000	1915-12-10	120	A
USGS	06620000	1915-12-11	120	A
USGS	06620000	1915-12-12	120	A
USGS	06620000	1915-12-13	120	A
USGS	06620000	1915-12-14	120	A
USGS	06620000	1915-12-15	120	A
USGS	06620000	1915-12-16	120	A
USGS	06620000	1915-12-17	120	A
USGS	06620000	1915-12-18	120	A
USGS	06620000	1915-12-19	120	A
USGS	06620000	1915-12-20	120	A
USGS	06620000	1915-12-21	120	A
USGS	06620000	1915-12-22	120	A
USGS	06620000	1915-12-23	120	A
USGS	06620000	1915-12-24	120	A
USGS	06620000	1915-12-25	120	A
USGS	06620000	1915-12-26	120	A
USGS	06620000	1915-12-27	120	A
USGS	06620000	1915-12-28	120	A
USGS	06620000	1915-12-29	120	A
USGS	06620000	1915-12-30	120	A
USGS	06620000	1915-12-31	120	A
USGS	06620000	1916-01-01	70.0	A
USGS	06620000	1916-01-02	70.0	A
USGS	06620000	1916-01-03	70.0	A
USGS	06620000	1916-01-04	70.0	A
USGS	06620000	1916-01-05	70.0	A
USGS	06620000	1916-01-06	70.0	A
USGS	06620000	1916-01-07	70.0	A
USGS	06620000	1916-01-08	70.0	A
USGS	06620000	1916-01-09	70.0	A
USGS	06620000	1916-01-10	70.0	A
USGS	06620000	1916-01-11	70.0	A
USGS	06620000	1916-01-12	70.0	A
USGS	06620000	1916-01-13	70.0	A
USGS	06620000	1916-01-14	70.0	A
USGS	06620000	1916-01-15	70.0	A
USGS	06620000	1916-01-16	70.0	A
USGS	06620000	1916-01-17	70.0	A
USGS	06620000	1916-01-18	70.0	A
USGS	06620000	1916-01-19	70.0	A
USGS	06620000	1916-01-20	70.0	A
USGS	06620000	1916-01-21	70.0	A
USGS	06620000	1916-01-22	70.0	A
USGS	06620000	1916-01-23	70.0	A
USGS	06620000	1916-01-24	70.0	A
USGS	06620000	1916-01-25	70.0	A
USGS	06620000	1916-01-26	70.0	A
USGS	06620000	1916-01-27	70.0	A
USGS	06620000	1916-01-28	70.0	A
USGS	06620000	1916-01-29	70.0	A
USGS	06620000	1916-01-30	70.0	A
USGS	06620000	1916-01-31	70.0	A
USGS	06620000	1916-02-01	100	A
USGS	06620000	1916-02-02	100	A
USGS	06620000	1916-02-03	100	A
USGS	06620000	1916-02-04	100	A
USGS	06620000	1916-02-05	100	A
USGS	06620000	1916-02-06	100	A
USGS	06620000	1916-02-07	100	A
USGS	06620000	1916-02-08	100	A
USGS	06620000	1916-02-09	100	A
USGS	06620000	1916-02-10	100	A
USGS	06620000	1916-02-11	100	A
USGS	06620000	1916-02-12	100	A
USGS	06620000	1916-02-13	100	A
USGS	06620000	1916-02-14	100	A
USGS	06620000	1916-02-15	100	A
USGS	06620000	1916-02-16	100	A
USGS	06620000	1916-02-17	100	A
USGS	06620000	1916-02-18	100	A
USGS	06620000	1916-02-19	100	A
USGS	06620000	1916-02-20	100	A
USGS	06620000	1916-02-21	100	A
USGS	06620000	1916-02-22	100	A
USGS	06620000	1916-02-23	100	A
USGS	06620000	1916-02-24	100	A
USGS	06620000	1916-02-25	100	A
USGS	06620000	1916-02-26	100	A
USGS	06620000	1916-02-27	100	A
USGS	06620000	1916-02-28	100	A
USGS	06620000	1916-02-29	100	A
USGS	06620000	1916-03-01	350	A
USGS	06620000	1916-03-02	350	A
USGS	06620000	1916-03-03	350	A
USGS	06620000	1916-03-04	350	A
USGS	06620000	1916-03-05	350	A
USGS	06620000	1916-03-06	350	A
USGS	06620000	1916-03-07	350	A
USGS	06620000	1916-03-08	350	A
USGS	06620000	1916-03-09	350	A
USGS	06620000	1916-03-10	350	A
USGS	06620000	1916-03-11	350	A
USGS	06620000	1916-03-12	350	A
USGS	06620000	1916-03-13	350	A
USGS	06620000	1916-03-14	350	A
USGS	06620000	1916-03-15	350	A
USGS	06620000	1916-03-16	350	A
USGS	06620000	1916-03-17	350	A
USGS	06620000	1916-03-18	350	A
USGS	06620000	1916-03-19	350	A
USGS	06620000	1916-03-20	350	A
USGS	06620000	1916-03-21	350	A
USGS	06620000	1916-03-22	350	A
USGS	06620000	1916-03-23	350	A
USGS	06620000	1916-03-24	350	A
USGS	06620000	1916-03-25	350	A
USGS	06620000	1916-03-26	350	A
USGS	06620000	1916-03-27	350	A
USGS	06620000	1916-03-28	350	A
USGS	06620000	1916-03-29	350	A
USGS	06620000	1916-03-30	350	A
USGS	06620000	1916-03-31	350	A
USGS	06620000	1916-04-01	400	A
USGS	06620000	1916-04-02	400	A
USGS	06620000	1916-04-03	400	A
USGS	06620000	1916-04-04	400	A
USGS	06620000	1916-04-05	400	A
USGS	06620000	1916-04-06	400	A
USGS	06620000	1916-04-07	400	A
USGS	06620000	1916-04-08	400	A
USGS	06620000	1916-04-09	400	A
USGS	06620000	1916-04-10	640	A
USGS	06620000	1916-04-11	898	A
USGS	06620000	1916-04-12	1040	A
USGS	06620000	1916-04-13	995	A
USGS	06620000	1916-04-14	805	A
USGS	06620000	1916-04-15	760	A
USGS	06620000	1916-04-16	850	A
USGS	06620000	1916-04-17	898	A
USGS	06620000	1916-04-18	945	A
USGS	06620000	1916-04-19	1040	A
USGS	06620000	1916-04-20	898	A
USGS	06620000	1916-04-21	678	A
USGS	06620000	1916-04-22	640	A
USGS	06620000	1916-04-23	760	A
USGS	06620000	1916-04-24	945	A
USGS	06620000	1916-04-25	1150	A
USGS	06620000	1916-04-26	1320	A
USGS	06620000	1916-04-27	1500	A
USGS	06620000	1916-04-28	1740	A
USGS	06620000	1916-04-29	1740	A
USGS	06620000	1916-04-30	1740	A
USGS	06620000	1916-05-01	1200	A
USGS	06620000	1916-05-02	995	A
USGS	06620000	1916-05-03	1040	A
USGS	06620000	1916-05-04	850	A
USGS	06620000	1916-05-05	898	A
USGS	06620000	1916-05-06	1040	A
USGS	06620000	1916-05-07	1260	A
USGS	06620000	1916-05-08	1380	A
USGS	06620000	1916-05-09	1620	A
USGS	06620000	1916-05-10	1860	A
USGS	06620000	1916-05-11	1980	A
USGS	06620000	1916-05-12	1740	A
USGS	06620000	1916-05-13	1440	A
USGS	06620000	1916-05-14	1500	A
USGS	06620000	1916-05-15	1500	A
USGS	06620000	1916-05-16	1320	A
USGS	06620000	1916-05-17	1200	A
USGS	06620000	1916-05-18	1040	A
USGS	06620000	1916-05-19	898	A
USGS	06620000	1916-05-20	898	A
USGS	06620000	1916-05-21	1200	A
USGS	06620000	1916-05-22	1440	A
USGS	06620000	1916-05-23	1500	A
USGS	06620000	1916-05-24	1150	A
USGS	06620000	1916-05-25	805	A
USGS	06620000	1916-05-26	805	A
USGS	06620000	1916-05-27	898	A
USGS	06620000	1916-05-28	805	A
USGS	06620000	1916-05-29	898	A
USGS	06620000	1916-05-30	945	A
USGS	06620000	1916-05-31	1040	A
USGS	06620000	1916-06-01	1100	A
USGS	06620000	1916-06-02	1150	A
USGS	06620000	1916-06-03	1100	A
USGS	06620000	1916-06-04	1100	A
USGS	06620000	1916-06-05	1200	A
USGS	06620000	1916-06-06	1260	A
USGS	06620000	1916-06-07	1320	A
USGS	06620000	1916-06-08	1200	A
USGS	06620000	1916-06-09	1200	A
USGS	06620000	1916-06-10	1380	A
USGS	06620000	1916-06-11	1620	A
USGS	06620000	1916-06-12	1860	A
USGS	06620000	1916-06-13	1740	A
USGS	06620000	1916-06-14	1860	A
USGS	06620000	1916-06-15	1860	A
USGS	06620000	1916-06-16	1860	A
USGS	06620000	1916-06-17	1860	A
USGS	06620000	1916-06-18	1980	A
USGS	06620000	1916-06-19	1980	A
USGS	06620000	1916-06-20	1980	A
USGS	06620000	1916-06-21	1860	A
USGS	06620000	1916-06-22	1740	A
USGS	06620000	1916-06-23	1380	A
USGS	06620000	1916-06-24	1150	A
USGS	06620000	1916-06-25	1150	A
USGS	06620000	1916-06-26	1150	A
USGS	06620000	1916-06-27	1150	A
USGS	06620000	1916-06-28	1150	A
USGS	06620000	1916-06-29	1150	A
USGS	06620000	1916-06-30	1100	A
USGS	06620000	1916-07-01	1040	A
USGS	06620000	1916-07-02	995	A
USGS	06620000	1916-07-03	945	A
USGS	06620000	1916-07-04	898	A
USGS	06620000	1916-07-05	805	A
USGS	06620000	1916-07-06	719	A
USGS	06620000	1916-07-07	719	A
USGS	06620000	1916-07-08	678	A
USGS	06620000	1916-07-09	678	A
USGS	06620000	1916-07-10	760	A
USGS	06620000	1916-07-11	898	A
USGS	06620000	1916-07-12	760	A
USGS	06620000	1916-07-13	640	A
USGS	06620000	1916-07-14	602	A
USGS	06620000	1916-07-15	602	A
USGS	06620000	1916-07-16	678	A
USGS	06620000	1916-07-17	602	A
USGS	06620000	1916-07-18	602	A
USGS	06620000	1916-07-19	602	A
USGS	06620000	1916-07-20	567	A
USGS	06620000	1916-07-21	532	A
USGS	06620000	1916-07-22	500	A
USGS	06620000	1916-07-23	468	A
USGS	06620000	1916-07-24	438	A
USGS	06620000	1916-07-25	381	A
USGS	06620000	1916-07-26	408	A
USGS	06620000	1916-07-27	468	A
USGS	06620000	1916-07-28	532	A
USGS	06620000	1916-07-29	602	A
USGS	06620000	1916-07-30	678	A
USGS	06620000	1916-07-31	719	A
USGS	06620000	1916-08-01	719	A
USGS	06620000	1916-08-02	678	A
USGS	06620000	1916-08-03	678	A
USGS	06620000	1916-08-04	678	A
USGS	06620000	1916-08-05	719	A
USGS	06620000	1916-08-06	760	A
USGS	06620000	1916-08-07	898	A
USGS	06620000	1916-08-08	898	A
USGS	06620000	1916-08-09	850	A
USGS	06620000	1916-08-10	850	A
USGS	06620000	1916-08-11	850	A
USGS	06620000	1916-08-12	850	A
USGS	06620000	1916-08-13	898	A
USGS	06620000	1916-08-14	898	A
USGS	06620000	1916-08-15	532	A
USGS	06620000	1916-08-16	500	A
USGS	06620000	1916-08-17	500	A
USGS	06620000	1916-08-18	468	A
USGS	06620000	1916-08-19	408	A
USGS	06620000	1916-08-20	381	A
USGS	06620000	1916-08-21	352	A
USGS	06620000	1916-08-22	352	A
USGS	06620000	1916-08-23	324	A
USGS	06620000	1916-08-24	298	A
USGS	06620000	1916-08-25	288	A
USGS	06620000	1916-08-26	293	A
USGS	06620000	1916-08-27	293	A
USGS	06620000	1916-08-28	293	A
USGS	06620000	1916-08-29	293	A
USGS	06620000	1916-08-30	298	A
USGS	06620000	1916-08-31	352	A
USGS	06620000	1916-09-01	381	A
USGS	06620000	1916-09-02	324	A
USGS	06620000	1916-09-03	279	A
USGS	06620000	1916-09-04	260	A
USGS	06620000	1916-09-05	250	A
USGS	06620000	1916-09-06	246	A
USGS	06620000	1916-09-07	250	A
USGS	06620000	1916-09-08	241	A
USGS	06620000	1916-09-09	228	A
USGS	06620000	1916-09-10	352	A
USGS	06620000	1916-09-11	532	A
USGS	06620000	1916-09-12	532	A
USGS	06620000	1916-09-13	468	A
USGS	06620000	1916-09-14	408	A
USGS	06620000	1916-09-15	324	A
USGS	06620000	1916-09-16	324	A
USGS	06620000	1916-09-17	298	A
USGS	06620000	1916-09-18	279	A
USGS	06620000	1916-09-19	269	A
USGS	06620000	1916-09-20	250	A
USGS	06620000	1916-09-21	246	A
USGS	06620000	1916-09-22	241	A
USGS	06620000	1916-09-23	246	A
USGS	06620000	1916-09-24	265	A
USGS	06620000	1916-09-25	280	A
USGS	06620000	1916-09-26	285	A
USGS	06620000	1916-09-27	288	A
USGS	06620000	1916-09-28	288	A
USGS	06620000	1916-09-29	288	A
USGS	06620000	1916-09-30	288	A
USGS	06620000	1916-10-01	260	A
USGS	06620000	1916-10-02	269	A
USGS	06620000	1916-10-03	293	A
USGS	06620000	1916-10-04	303	A
USGS	06620000	1916-10-05	325	A
USGS	06620000	1916-10-06	325	A
USGS	06620000	1916-10-07	325	A
USGS	06620000	1916-10-08	330	A
USGS	06620000	1916-10-09	381	A
USGS	06620000	1916-10-10	387	A
USGS	06620000	1916-10-11	358	A
USGS	06620000	1916-10-12	341	A
USGS	06620000	1916-10-13	325	A
USGS	06620000	1916-10-14	298	A
USGS	06620000	1916-10-15	330	A
USGS	06620000	1916-10-16	341	A
USGS	06620000	1916-10-17	330	A
USGS	06620000	1916-10-18	325	A
USGS	06620000	1916-10-19	309	A
USGS	06620000	1916-10-20	309	A
USGS	06620000	1916-10-21	325	A
USGS	06620000	1916-10-22	438	A
USGS	06620000	1916-10-23	462	A
USGS	06620000	1916-10-24	432	A
USGS	06620000	1916-10-25	352	A
USGS	06620000	1916-10-26	352	A
USGS	06620000	1916-10-27	341	A
USGS	06620000	1916-10-28	320	A
USGS	06620000	1916-10-29	303	A
USGS	06620000	1916-10-30	298	A
USGS	06620000	1916-10-31	298	A
USGS	06620000	1916-11-01	298	A
USGS	06620000	1916-11-02	260	A
USGS	06620000	1916-11-03	274	A
USGS	06620000	1916-11-04	274	A
USGS	06620000	1916-11-05	269	A
USGS	06620000	1916-11-06	232	A
USGS	06620000	1916-11-07	184	A
USGS	06620000	1916-11-08	180	A
USGS	06620000	1916-11-09	150	A
USGS	06620000	1916-11-10	150	A
USGS	06620000	1916-11-11	150	A
USGS	06620000	1916-11-12	150	A
USGS	06620000	1916-11-13	150	A
USGS	06620000	1916-11-14	150	A
USGS	06620000	1916-11-15	150	A
USGS	06620000	1916-11-16	150	A
USGS	06620000	1916-11-17	150	A
USGS	06620000	1916-11-18	150	A
USGS	06620000	1916-11-19	150	A
USGS	06620000	1916-11-20	150	A
USGS	06620000	1916-11-21	150	A
USGS	06620000	1916-11-22	150	A
USGS	06620000	1916-11-23	150	A
USGS	06620000	1916-11-24	150	A
USGS	06620000	1916-11-25	150	A
USGS	06620000	1916-11-26	150	A
USGS	06620000	1916-11-27	150	A
USGS	06620000	1916-11-28	150	A
USGS	06620000	1916-11-29	150	A
USGS	06620000	1916-11-30	150	A
USGS	06620000	1916-12-01	120	A
USGS	06620000	1916-12-02	120	A
USGS	06620000	1916-12-03	120	A
USGS	06620000	1916-12-04	120	A
USGS	06620000	1916-12-05	120	A
USGS	06620000	1916-12-06	120	A
USGS	06620000	1916-12-07	120	A
USGS	06620000	1916-12-08	120	A
USGS	06620000	1916-12-09	120	A
USGS	06620000	1916-12-10	120	A
USGS	06620000	1916-12-11	120	A
USGS	06620000	1916-12-12	120	A
USGS	06620000	1916-12-13	120	A
USGS	06620000	1916-12-14	120	A
USGS	06620000	1916-12-15	120	A
USGS	06620000	1916-12-16	120	A
USGS	06620000	1916-12-17	120	A
USGS	06620000	1916-12-18	120	A
USGS	06620000	1916-12-19	120	A
USGS	06620000	1916-12-20	120	A
USGS	06620000	1916-12-21	120	A
USGS	06620000	1916-12-22	120	A
USGS	06620000	1916-12-23	120	A
USGS	06620000	1916-12-24	120	A
USGS	06620000	1916-12-25	120	A
USGS	06620000	1916-12-26	120	A
USGS	06620000	1916-12-27	120	A
USGS	06620000	1916-12-28	120	A
USGS	06620000	1916-12-29	120	A
USGS	06620000	1916-12-30	120	A
USGS	06620000	1916-12-31	120	A
USGS	06620000	1917-01-01	100	A
USGS	06620000	1917-01-02	100	A
USGS	06620000	1917-01-03	100	A
USGS	06620000	1917-01-04	100	A
USGS	06620000	1917-01-05	100	A
USGS	06620000	1917-01-06	100	A
USGS	06620000	1917-01-07	100	A
USGS	06620000	1917-01-08	100	A
USGS	06620000	1917-01-09	100	A
USGS	06620000	1917-01-10	100	A
USGS	06620000	1917-01-11	100	A
USGS	06620000	1917-01-12	100	A
USGS	06620000	1917-01-13	100	A
USGS	06620000	1917-01-14	100	A
USGS	06620000	1917-01-15	100	A
USGS	06620000	1917-01-16	100	A
USGS	06620000	1917-01-17	100	A
USGS	06620000	1917-01-18	100	A
USGS	06620000	1917-01-19	100	A
USGS	06620000	1917-01-20	100	A
USGS	06620000	1917-01-21	100	A
USGS	06620000	1917-01-22	100	A
USGS	06620000	1917-01-23	100	A
USGS	06620000	1917-01-24	100	A
USGS	06620000	1917-01-25	100	A
USGS	06620000	1917-01-26	100	A
USGS	06620000	1917-01-27	100	A
USGS	06620000	1917-01-28	100	A
USGS	06620000	1917-01-29	100	A
USGS	06620000	1917-01-30	100	A
USGS	06620000	1917-01-31	100	A
USGS	06620000	1917-02-01	100	A
USGS	06620000	1917-02-02	100	A
USGS	06620000	1917-02-03	100	A
USGS	06620000	1917-02-04	100	A
USGS	06620000	1917-02-05	100	A
USGS	06620000	1917-02-06	100	A
USGS	06620000	1917-02-07	100	A
USGS	06620000	1917-02-08	100	A
USGS	06620000	1917-02-09	100	A
USGS	06620000	1917-02-10	100	A
USGS	06620000	1917-02-11	100	A
USGS	06620000	1917-02-12	100	A
USGS	06620000	1917-02-13	100	A
USGS	06620000	1917-02-14	100	A
USGS	06620000	1917-02-15	100	A
USGS	06620000	1917-02-16	100	A
USGS	06620000	1917-02-17	100	A
USGS	06620000	1917-02-18	100	A
USGS	06620000	1917-02-19	100	A
USGS	06620000	1917-02-20	100	A
USGS	06620000	1917-02-21	100	A
USGS	06620000	1917-02-22	100	A
USGS	06620000	1917-02-23	100	A
USGS	06620000	1917-02-24	100	A
USGS	06620000	1917-02-25	100	A
USGS	06620000	1917-02-26	100	A
USGS	06620000	1917-02-27	100	A
USGS	06620000	1917-02-28	100	A
USGS	06620000	1917-03-01	130	A
USGS	06620000	1917-03-02	130	A
USGS	06620000	1917-03-03	130	A
USGS	06620000	1917-03-04	130	A
USGS	06620000	1917-03-05	130	A
USGS	06620000	1917-03-06	130	A
USGS	06620000	1917-03-07	130	A
USGS	06620000	1917-03-08	130	A
USGS	06620000	1917-03-09	130	A
USGS	06620000	1917-03-10	130	A
USGS	06620000	1917-03-11	130	A
USGS	06620000	1917-03-12	130	A
USGS	06620000	1917-03-13	130	A
USGS	06620000	1917-03-14	130	A
USGS	06620000	1917-03-15	130	A
USGS	06620000	1917-03-16	130	A
USGS	06620000	1917-03-17	130	A
USGS	06620000	1917-03-18	130	A
USGS	06620000	1917-03-19	130	A
USGS	06620000	1917-03-20	130	A
USGS	06620000	1917-03-21	130	A
USGS	06620000	1917-03-22	130	A
USGS	06620000	1917-03-23	130	A
USGS	06620000	1917-03-24	130	A
USGS	06620000	1917-03-25	130	A
USGS	06620000	1917-03-26	130	A
USGS	06620000	1917-03-27	130	A
USGS	06620000	1917-03-28	130	A
USGS	06620000	1917-03-29	130	A
USGS	06620000	1917-03-30	130	A
USGS	06620000	1917-03-31	130	A
USGS	06620000	1917-04-01	700	A
USGS	06620000	1917-04-02	700	A
USGS	06620000	1917-04-03	700	A
