# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-08-03 21:06:02 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09306395 WHITE RIVER NEAR COLORADO STATE LINE, UT
# -----------------------------------------------------------------------------------
#
# Data provided for site 09306395
#            TS   parameter     statistic     Description
#        142976       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	142976_00060_00003	142976_00060_00003_cd
USGS	09306395	1977-04-30	541	A
USGS	09306395	1977-05-01	530	A
USGS	09306395	1977-05-02	566	A
USGS	09306395	1977-05-03	523	A
USGS	09306395	1977-05-04	538	A
USGS	09306395	1977-05-05	519	A
USGS	09306395	1977-05-06	430	A
USGS	09306395	1977-05-07	365	A
USGS	09306395	1977-05-08	372	A
USGS	09306395	1977-05-09	428	A
USGS	09306395	1977-05-10	560	A
USGS	09306395	1977-05-11	596	A
USGS	09306395	1977-05-12	499	A
USGS	09306395	1977-05-13	370	A
USGS	09306395	1977-05-14	355	A
USGS	09306395	1977-05-15	371	A
USGS	09306395	1977-05-16	466	A
USGS	09306395	1977-05-17	429	A
USGS	09306395	1977-05-18	381	A
USGS	09306395	1977-05-19	385	A
USGS	09306395	1977-05-20	333	A
USGS	09306395	1977-05-21	319	A
USGS	09306395	1977-05-22	308	A
USGS	09306395	1977-05-23	284	A
USGS	09306395	1977-05-24	261	A
USGS	09306395	1977-05-25	269	A
USGS	09306395	1977-05-26	292	A
USGS	09306395	1977-05-27	350	A
USGS	09306395	1977-05-28	388	A
USGS	09306395	1977-05-29	378	A
USGS	09306395	1977-05-30	370	A
USGS	09306395	1977-05-31	341	A
USGS	09306395	1977-06-01	359	A
USGS	09306395	1977-06-02	592	A
USGS	09306395	1977-06-03	635	A
USGS	09306395	1977-06-04	617	A
USGS	09306395	1977-06-05	587	A
USGS	09306395	1977-06-06	536	A
USGS	09306395	1977-06-07	500	A
USGS	09306395	1977-06-08	472	A
USGS	09306395	1977-06-09	450	A
USGS	09306395	1977-06-10	417	A
USGS	09306395	1977-06-11	395	A
USGS	09306395	1977-06-12	352	A
USGS	09306395	1977-06-13	311	A
USGS	09306395	1977-06-14	256	A
USGS	09306395	1977-06-15	232	A
USGS	09306395	1977-06-16	191	A
USGS	09306395	1977-06-17	163	A
USGS	09306395	1977-06-18	140	A
USGS	09306395	1977-06-19	151	A
USGS	09306395	1977-06-20	128	A
USGS	09306395	1977-06-21	126	A
USGS	09306395	1977-06-22	126	A
USGS	09306395	1977-06-23	136	A
USGS	09306395	1977-06-24	124	A
USGS	09306395	1977-06-25	98.0	A
USGS	09306395	1977-06-26	81.0	A
USGS	09306395	1977-06-27	71.0	A
USGS	09306395	1977-06-28	55.0	A
USGS	09306395	1977-06-29	39.0	A
USGS	09306395	1977-06-30	27.0	A
USGS	09306395	1977-07-01	18.0	A
USGS	09306395	1977-07-02	12.0	A
USGS	09306395	1977-07-03	11.0	A
USGS	09306395	1977-07-04	139	A
USGS	09306395	1977-07-05	258	A
USGS	09306395	1977-07-06	246	A
USGS	09306395	1977-07-07	170	A
USGS	09306395	1977-07-08	105	A
USGS	09306395	1977-07-09	92.0	A
USGS	09306395	1977-07-10	80.0	A
USGS	09306395	1977-07-11	53.0	A
USGS	09306395	1977-07-12	51.0	A
USGS	09306395	1977-07-13	41.0	A
USGS	09306395	1977-07-14	31.0	A
USGS	09306395	1977-07-15	30.0	A
USGS	09306395	1977-07-16	78.0	A
USGS	09306395	1977-07-17	90.0	A
USGS	09306395	1977-07-18	93.0	A
USGS	09306395	1977-07-19	76.0	A
USGS	09306395	1977-07-20	262	A
USGS	09306395	1977-07-21	139	A
USGS	09306395	1977-07-22	178	A
USGS	09306395	1977-07-23	147	A
USGS	09306395	1977-07-24	431	A
USGS	09306395	1977-07-25	546	A
USGS	09306395	1977-07-26	256	A
USGS	09306395	1977-07-27	238	A
USGS	09306395	1977-07-28	227	A
USGS	09306395	1977-07-29	197	A
USGS	09306395	1977-07-30	191	A
USGS	09306395	1977-07-31	203	A
USGS	09306395	1977-08-01	173	A
USGS	09306395	1977-08-02	148	A
USGS	09306395	1977-08-03	118	A
USGS	09306395	1977-08-04	107	A
USGS	09306395	1977-08-05	140	A
USGS	09306395	1977-08-06	160	A
USGS	09306395	1977-08-07	220	A
USGS	09306395	1977-08-08	206	A
USGS	09306395	1977-08-09	160	A
USGS	09306395	1977-08-10	163	A
USGS	09306395	1977-08-11	135	A
USGS	09306395	1977-08-12	115	A
USGS	09306395	1977-08-13	94.0	A
USGS	09306395	1977-08-14	84.0	A
USGS	09306395	1977-08-15	83.0	A
USGS	09306395	1977-08-16	92.0	A
USGS	09306395	1977-08-17	199	A
USGS	09306395	1977-08-18	291	A
USGS	09306395	1977-08-19	271	A
USGS	09306395	1977-08-20	263	A
USGS	09306395	1977-08-21	241	A
USGS	09306395	1977-08-22	227	A
USGS	09306395	1977-08-23	210	A
USGS	09306395	1977-08-24	213	A
USGS	09306395	1977-08-25	545	A
USGS	09306395	1977-08-26	358	A
USGS	09306395	1977-08-27	554	A
USGS	09306395	1977-08-28	525	A
USGS	09306395	1977-08-29	364	A
USGS	09306395	1977-08-30	318	A
USGS	09306395	1977-08-31	263	A
USGS	09306395	1977-09-01	248	A
USGS	09306395	1977-09-02	244	A
USGS	09306395	1977-09-03	230	A
USGS	09306395	1977-09-04	302	A
USGS	09306395	1977-09-05	310	A
USGS	09306395	1977-09-06	263	A
USGS	09306395	1977-09-07	220	A
USGS	09306395	1977-09-08	200	A
USGS	09306395	1977-09-09	190	A
USGS	09306395	1977-09-10	175	A
USGS	09306395	1977-09-11	240	A
USGS	09306395	1977-09-12	235	A
USGS	09306395	1977-09-13	221	A
USGS	09306395	1977-09-14	224	A
USGS	09306395	1977-09-15	289	A
USGS	09306395	1977-09-16	312	A
USGS	09306395	1977-09-17	259	A
USGS	09306395	1977-09-18	249	A
USGS	09306395	1977-09-19	231	A
USGS	09306395	1977-09-20	234	A
USGS	09306395	1977-09-21	236	A
USGS	09306395	1977-09-22	224	A
USGS	09306395	1977-09-23	221	A
USGS	09306395	1977-09-24	215	A
USGS	09306395	1977-09-25	225	A
USGS	09306395	1977-09-26	228	A
USGS	09306395	1977-09-27	221	A
USGS	09306395	1977-09-28	215	A
USGS	09306395	1977-09-29	205	A
USGS	09306395	1977-09-30	205	A
USGS	09306395	1977-10-01	187	A
USGS	09306395	1977-10-02	173	A
USGS	09306395	1977-10-03	189	A
USGS	09306395	1977-10-04	178	A
USGS	09306395	1977-10-05	169	A
USGS	09306395	1977-10-06	193	A
USGS	09306395	1977-10-07	427	A
USGS	09306395	1977-10-08	330	A
USGS	09306395	1977-10-09	290	A
USGS	09306395	1977-10-10	267	A
USGS	09306395	1977-10-11	252	A
USGS	09306395	1977-10-12	259	A
USGS	09306395	1977-10-13	259	A
USGS	09306395	1977-10-14	290	A
USGS	09306395	1977-10-15	278	A
USGS	09306395	1977-10-16	286	A
USGS	09306395	1977-10-17	302	A
USGS	09306395	1977-10-18	294	A
USGS	09306395	1977-10-19	286	A
USGS	09306395	1977-10-20	286	A
USGS	09306395	1977-10-21	298	A
USGS	09306395	1977-10-22	306	A
USGS	09306395	1977-10-23	322	A
USGS	09306395	1977-10-24	306	A
USGS	09306395	1977-10-25	298	A
USGS	09306395	1977-10-26	294	A
USGS	09306395	1977-10-27	294	A
USGS	09306395	1977-10-28	294	A
USGS	09306395	1977-10-29	290	A
USGS	09306395	1977-10-30	306	A
USGS	09306395	1977-10-31	326	A
USGS	09306395	1977-11-01	330	A
USGS	09306395	1977-11-02	318	A
USGS	09306395	1977-11-03	306	A
USGS	09306395	1977-11-04	318	A
USGS	09306395	1977-11-05	310	A
USGS	09306395	1977-11-06	310	A
USGS	09306395	1977-11-07	414	A
USGS	09306395	1977-11-08	356	A
USGS	09306395	1977-11-09	345	A
USGS	09306395	1977-11-10	302	A
USGS	09306395	1977-11-11	275	A
USGS	09306395	1977-11-12	290	A
USGS	09306395	1977-11-13	315	A
USGS	09306395	1977-11-14	310	A
USGS	09306395	1977-11-15	300	A
USGS	09306395	1977-11-16	305	A
USGS	09306395	1977-11-17	305	A
USGS	09306395	1977-11-18	305	A
USGS	09306395	1977-11-19	300	A
USGS	09306395	1977-11-20	275	A
USGS	09306395	1977-11-21	220	A
USGS	09306395	1977-11-22	125	A
USGS	09306395	1977-11-23	210	A
USGS	09306395	1977-11-24	356	A
USGS	09306395	1977-11-25	370	A
USGS	09306395	1977-11-26	380	A
USGS	09306395	1977-11-27	395	A
USGS	09306395	1977-11-28	375	A
USGS	09306395	1977-11-29	356	A
USGS	09306395	1977-11-30	342	A
USGS	09306395	1977-12-01	311	A
USGS	09306395	1977-12-02	328	A
USGS	09306395	1977-12-03	311	A
USGS	09306395	1977-12-04	315	A
USGS	09306395	1977-12-05	333	A
USGS	09306395	1977-12-06	328	A
USGS	09306395	1977-12-07	303	A
USGS	09306395	1977-12-08	259	A
USGS	09306395	1977-12-09	291	A
USGS	09306395	1977-12-10	295	A
USGS	09306395	1977-12-11	259	A
USGS	09306395	1977-12-12	305	A
USGS	09306395	1977-12-13	305	A
USGS	09306395	1977-12-14	305	A
USGS	09306395	1977-12-15	305	A
USGS	09306395	1977-12-16	305	A
USGS	09306395	1977-12-17	305	A
USGS	09306395	1977-12-18	303	A
USGS	09306395	1977-12-19	190	A
USGS	09306395	1977-12-20	190	A
USGS	09306395	1977-12-21	140	A
USGS	09306395	1977-12-22	100	A
USGS	09306395	1977-12-23	150	A
USGS	09306395	1977-12-24	170	A
USGS	09306395	1977-12-25	330	A
USGS	09306395	1977-12-26	320	A
USGS	09306395	1977-12-27	310	A
USGS	09306395	1977-12-28	310	A
USGS	09306395	1977-12-29	310	A
USGS	09306395	1977-12-30	325	A
USGS	09306395	1977-12-31	330	A
USGS	09306395	1978-01-01	320	A
USGS	09306395	1978-01-02	300	A
USGS	09306395	1978-01-03	261	A
USGS	09306395	1978-01-04	214	A
USGS	09306395	1978-01-05	236	A
USGS	09306395	1978-01-06	300	A
USGS	09306395	1978-01-07	330	A
USGS	09306395	1978-01-08	320	A
USGS	09306395	1978-01-09	300	A
USGS	09306395	1978-01-10	280	A
USGS	09306395	1978-01-11	290	A
USGS	09306395	1978-01-12	340	A
USGS	09306395	1978-01-13	340	A
USGS	09306395	1978-01-14	340	A
USGS	09306395	1978-01-15	280	A
USGS	09306395	1978-01-16	305	A
USGS	09306395	1978-01-17	305	A
USGS	09306395	1978-01-18	305	A
USGS	09306395	1978-01-19	305	A
USGS	09306395	1978-01-20	305	A
USGS	09306395	1978-01-21	305	A
USGS	09306395	1978-01-22	305	A
USGS	09306395	1978-01-23	305	A
USGS	09306395	1978-01-24	305	A
USGS	09306395	1978-01-25	305	A
USGS	09306395	1978-01-26	320	A
USGS	09306395	1978-01-27	320	A
USGS	09306395	1978-01-28	320	A
USGS	09306395	1978-01-29	300	A
USGS	09306395	1978-01-30	260	A
USGS	09306395	1978-01-31	320	A
USGS	09306395	1978-02-01	320	A
USGS	09306395	1978-02-02	320	A
USGS	09306395	1978-02-03	320	A
USGS	09306395	1978-02-04	320	A
USGS	09306395	1978-02-05	320	A
USGS	09306395	1978-02-06	310	A
USGS	09306395	1978-02-07	310	A
USGS	09306395	1978-02-08	310	A
USGS	09306395	1978-02-09	340	A
USGS	09306395	1978-02-10	330	A
USGS	09306395	1978-02-11	290	A
USGS	09306395	1978-02-12	320	A
USGS	09306395	1978-02-13	340	A
USGS	09306395	1978-02-14	340	A
USGS	09306395	1978-02-15	340	A
USGS	09306395	1978-02-16	320	A
USGS	09306395	1978-02-17	300	A
USGS	09306395	1978-02-18	280	A
USGS	09306395	1978-02-19	260	A
USGS	09306395	1978-02-20	220	A
USGS	09306395	1978-02-21	280	A
USGS	09306395	1978-02-22	290	A
USGS	09306395	1978-02-23	290	A
USGS	09306395	1978-02-24	280	A
USGS	09306395	1978-02-25	280	A
USGS	09306395	1978-02-26	301	A
USGS	09306395	1978-02-27	345	A
USGS	09306395	1978-02-28	362	A
USGS	09306395	1978-03-01	369	A
USGS	09306395	1978-03-02	361	A
USGS	09306395	1978-03-03	356	A
USGS	09306395	1978-03-04	349	A
USGS	09306395	1978-03-05	361	A
USGS	09306395	1978-03-06	384	A
USGS	09306395	1978-03-07	448	A
USGS	09306395	1978-03-08	456	A
USGS	09306395	1978-03-09	485	A
USGS	09306395	1978-03-10	487	A
USGS	09306395	1978-03-11	506	A
USGS	09306395	1978-03-12	435	A
USGS	09306395	1978-03-13	415	A
USGS	09306395	1978-03-14	404	A
USGS	09306395	1978-03-15	398	A
USGS	09306395	1978-03-16	372	A
USGS	09306395	1978-03-17	352	A
USGS	09306395	1978-03-18	361	A
USGS	09306395	1978-03-19	435	A
USGS	09306395	1978-03-20	507	A
USGS	09306395	1978-03-21	607	A
USGS	09306395	1978-03-22	576	A
USGS	09306395	1978-03-23	680	A
USGS	09306395	1978-03-24	761	A
USGS	09306395	1978-03-25	929	A
USGS	09306395	1978-03-26	552	A
USGS	09306395	1978-03-27	473	A
USGS	09306395	1978-03-28	462	A
USGS	09306395	1978-03-29	463	A
USGS	09306395	1978-03-30	475	A
USGS	09306395	1978-03-31	489	A
USGS	09306395	1978-04-01	547	A
USGS	09306395	1978-04-02	674	A
USGS	09306395	1978-04-03	739	A
USGS	09306395	1978-04-04	660	A
USGS	09306395	1978-04-05	598	A
USGS	09306395	1978-04-06	616	A
USGS	09306395	1978-04-07	576	A
USGS	09306395	1978-04-08	530	A
USGS	09306395	1978-04-09	556	A
USGS	09306395	1978-04-10	594	A
USGS	09306395	1978-04-11	582	A
USGS	09306395	1978-04-12	534	A
USGS	09306395	1978-04-13	544	A
USGS	09306395	1978-04-14	583	A
USGS	09306395	1978-04-15	588	A
USGS	09306395	1978-04-16	599	A
USGS	09306395	1978-04-17	614	A
USGS	09306395	1978-04-18	620	A
USGS	09306395	1978-04-19	581	A
USGS	09306395	1978-04-20	540	A
USGS	09306395	1978-04-21	531	A
USGS	09306395	1978-04-22	548	A
USGS	09306395	1978-04-23	558	A
USGS	09306395	1978-04-24	539	A
USGS	09306395	1978-04-25	519	A
USGS	09306395	1978-04-26	574	A
USGS	09306395	1978-04-27	648	A
USGS	09306395	1978-04-28	871	A
USGS	09306395	1978-04-29	884	A
USGS	09306395	1978-04-30	911	A
USGS	09306395	1978-05-01	901	A
USGS	09306395	1978-05-02	865	A
USGS	09306395	1978-05-03	814	A
USGS	09306395	1978-05-04	933	A
USGS	09306395	1978-05-05	1040	A
USGS	09306395	1978-05-06	1010	A
USGS	09306395	1978-05-07	933	A
USGS	09306395	1978-05-08	873	A
USGS	09306395	1978-05-09	829	A
USGS	09306395	1978-05-10	759	A
USGS	09306395	1978-05-11	782	A
USGS	09306395	1978-05-12	814	A
USGS	09306395	1978-05-13	803	A
USGS	09306395	1978-05-14	843	A
USGS	09306395	1978-05-15	1100	A
USGS	09306395	1978-05-16	1640	A
USGS	09306395	1978-05-17	2100	A
USGS	09306395	1978-05-18	2430	A
USGS	09306395	1978-05-19	1860	A
USGS	09306395	1978-05-20	1520	A
USGS	09306395	1978-05-21	1520	A
USGS	09306395	1978-05-22	1750	A
USGS	09306395	1978-05-23	1900	A
USGS	09306395	1978-05-24	2210	A
USGS	09306395	1978-05-25	2640	A
USGS	09306395	1978-05-26	2580	A
USGS	09306395	1978-05-27	2240	A
USGS	09306395	1978-05-28	2280	A
USGS	09306395	1978-05-29	2040	A
USGS	09306395	1978-05-30	1980	A
USGS	09306395	1978-05-31	2120	A
USGS	09306395	1978-06-01	2180	A
USGS	09306395	1978-06-02	1980	A
USGS	09306395	1978-06-03	2050	A
USGS	09306395	1978-06-04	2080	A
USGS	09306395	1978-06-05	2210	A
USGS	09306395	1978-06-06	2370	A
USGS	09306395	1978-06-07	2140	A
USGS	09306395	1978-06-08	2250	A
USGS	09306395	1978-06-09	2220	A
USGS	09306395	1978-06-10	2400	A
USGS	09306395	1978-06-11	2850	A
USGS	09306395	1978-06-12	3330	A
USGS	09306395	1978-06-13	3410	A
USGS	09306395	1978-06-14	3330	A
USGS	09306395	1978-06-15	3530	A
USGS	09306395	1978-06-16	3650	A
USGS	09306395	1978-06-17	3790	A
USGS	09306395	1978-06-18	3850	A
USGS	09306395	1978-06-19	3620	A
USGS	09306395	1978-06-20	3410	A
USGS	09306395	1978-06-21	3210	A
USGS	09306395	1978-06-22	2940	A
USGS	09306395	1978-06-23	2880	A
USGS	09306395	1978-06-24	3000	A
USGS	09306395	1978-06-25	3120	A
USGS	09306395	1978-06-26	3300	A
USGS	09306395	1978-06-27	3110	A
USGS	09306395	1978-06-28	2690	A
USGS	09306395	1978-06-29	2600	A
USGS	09306395	1978-06-30	2510	A
USGS	09306395	1978-07-01	2340	A
USGS	09306395	1978-07-02	2220	A
USGS	09306395	1978-07-03	2020	A
USGS	09306395	1978-07-04	1880	A
USGS	09306395	1978-07-05	1700	A
USGS	09306395	1978-07-06	1510	A
USGS	09306395	1978-07-07	1370	A
USGS	09306395	1978-07-08	1280	A
USGS	09306395	1978-07-09	1180	A
USGS	09306395	1978-07-10	1080	A
USGS	09306395	1978-07-11	1060	A
USGS	09306395	1978-07-12	1140	A
USGS	09306395	1978-07-13	1070	A
USGS	09306395	1978-07-14	978	A
USGS	09306395	1978-07-15	911	A
USGS	09306395	1978-07-16	851	A
USGS	09306395	1978-07-17	830	A
USGS	09306395	1978-07-18	888	A
USGS	09306395	1978-07-19	965	A
USGS	09306395	1978-07-20	865	A
USGS	09306395	1978-07-21	809	A
USGS	09306395	1978-07-22	756	A
USGS	09306395	1978-07-23	700	A
USGS	09306395	1978-07-24	660	A
USGS	09306395	1978-07-25	650	A
USGS	09306395	1978-07-26	600	A
USGS	09306395	1978-07-27	550	A
USGS	09306395	1978-07-28	500	A
USGS	09306395	1978-07-29	480	A
USGS	09306395	1978-07-30	470	A
USGS	09306395	1978-07-31	460	A
USGS	09306395	1978-08-01	450	A
USGS	09306395	1978-08-02	460	A
USGS	09306395	1978-08-03	450	A
USGS	09306395	1978-08-04	430	A
USGS	09306395	1978-08-05	410	A
USGS	09306395	1978-08-06	410	A
USGS	09306395	1978-08-07	400	A
